COUNTY|MUNICIPALITY|W/P|CG|SS|SR|CC|D|G|R|U|AL|L|S|TOTAL|
WAS|ROBBINSTON|1-1|2|6|140|1|117|23|173|126|0|0|0|439|
WAS|ROQUE BLUFFS|1-1|2|6|139|3|73|7|44|88|0|0|0|212|
WAS|STEUBEN|1-1|2|6|136|3|221|34|280|328|0|4|0|867|
WAS|TALMADGE|1-1|2|6|141|1|9|5|13|14|0|0|0|41|
WAS|TOPSFIELD|1-1|2|6|141|1|23|1|56|80|0|1|0|161|
WAS|VANCEBORO|1-1|2|6|141|1|46|1|33|45|0|0|0|125|
WAS|WAITE|1-1|2|6|141|1|18|1|33|16|0|0|0|68|
WAS|WESLEY|1-1|2|6|137|1|24|4|30|49|0|0|0|107|
WAS|WHITING|1-1|2|6|139|2|151|10|142|114|0|2|0|419|
WAS|WHITNEYVILLE|1-1|2|6|138|1|52|6|46|72|0|0|0|176|
YOR|ACTON|1-1|1|34|20|1|536|123|702|754|0|6|0|2121|
YOR|ALFRED|1-1|1|32|21|4|458|42|486|684|0|3|0|1673|
YOR|ALFRED|1-2|1|32|21|4|246|26|182|318|0|6|0|778|
YOR|ARUNDEL|1-1|1|32|10|2|1005|99|935|1343|0|19|0|3401|
YOR|BERWICK|1-1|1|34|5|1|951|71|1075|2077|0|15|0|4189|
YOR|BERWICK|1-1|1|35|5|1|421|19|472|881|0|7|0|1800|
YOR|BIDDEFORD|1-1|1|32|11|2|90|8|41|37|0|0|0|176|
YOR|BIDDEFORD|1-1|1|32|9|2|963|63|336|555|0|13|0|1930|
YOR|BIDDEFORD|2-1|1|32|11|2|195|13|86|100|0|4|0|398|
YOR|BIDDEFORD|2-1|1|32|12|2|731|90|224|595|0|49|0|1689|
YOR|BIDDEFORD|3-1|1|32|11|2|552|50|191|287|0|6|0|1086|
YOR|BIDDEFORD|3-1|1|32|12|2|386|18|150|186|0|2|0|742|
YOR|BIDDEFORD|3-1|1|32|9|2|278|24|117|182|0|7|0|608|
YOR|BIDDEFORD|4-1|1|32|11|2|273|20|104|134|0|5|0|536|
YOR|BIDDEFORD|4-1|1|32|12|2|666|61|188|407|0|40|0|1362|
YOR|BIDDEFORD|5-1|1|32|11|2|161|15|59|113|0|9|0|357|
YOR|BIDDEFORD|5-1|1|32|12|2|791|100|244|644|0|61|0|1840|
YOR|BIDDEFORD|6-1|1|32|11|2|959|74|412|675|0|30|0|2150|
YOR|BIDDEFORD|7-1|1|32|11|2|833|62|315|491|0|12|0|1713|
YOR|BUXTON|1-1|1|30|16|3|826|133|892|945|0|9|0|2805|
YOR|BUXTON|1-1|1|30|22|3|640|105|850|982|0|13|0|2590|
YOR|BUXTON|1-1|1|31|16|3|293|37|327|293|0|6|0|956|
YOR|CORNISH|1-1|1|33|68|1|317|59|334|444|0|8|0|1162|
YOR|DAYTON|1-1|1|32|10|3|403|47|515|646|0|6|0|1617|
YOR|ELIOT|1-1|1|35|2|5|1951|160|1670|2365|0|17|0|6163|
YOR|HOLLIS|1-1|1|31|16|3|908|163|1155|1191|0|22|0|3439|
YOR|KENNEBUNK|1-1|1|34|8|2|809|61|675|1282|0|8|0|2835|
YOR|KENNEBUNK|1-2|1|34|8|2|1742|87|1270|2102|0|13|0|5214|
YOR|KENNEBUNK|1-2|1|34|9|2|504|15|579|643|0|3|0|1744|
YOR|KENNEBUNKPORT|1-1|1|32|9|2|973|65|937|909|0|9|0|2893|
YOR|KITTERY|1-1|1|35|1|5|3009|171|1546|2579|0|25|0|7330|
YOR|KITTERY|1-1|1|35|2|5|230|15|207|285|0|3|0|740|
YOR|LEBANON|1-1|1|34|20|1|970|198|1254|2283|0|16|0|4721|
YOR|LIMERICK|1-1|1|33|21|1|273|54|315|463|0|8|0|1113|
YOR|LIMERICK|1-1|1|33|22|1|288|41|298|468|0|5|0|1100|
YOR|LIMINGTON|1-1|1|31|22|1|597|162|818|822|0|26|0|2425|
YOR|LYMAN|1-1|1|32|10|4|698|106|754|926|0|22|0|2506|
YOR|LYMAN|1-1|1|32|17|4|291|36|310|383|0|3|0|1023|
YOR|NEWFIELD|1-1|1|33|21|1|256|66|400|460|0|6|0|1188|
YOR|NORTH BERWICK|1-1|1|34|5|1|296|45|377|475|0|9|0|1202|
YOR|NORTH BERWICK|1-1|1|34|6|1|715|102|776|1037|0|6|0|2636|
YOR|OGUNQUIT|1-1|1|35|4|5|475|39|278|420|0|5|0|1217|
YOR|OLD ORCHARD BEACH|1-1|1|31|13|3|3022|227|1801|2728|0|31|0|7809|
YOR|PARSONSFIELD|1-1|1|33|21|1|217|47|255|335|0|5|0|859|
YOR|PARSONSFIELD|1-1|1|33|68|1|112|15|137|149|0|6|0|419|
YOR|SACO|1-1|1|31|15|3|781|75|537|645|0|14|0|2052|
YOR|SACO|1-1|1|31|16|3|26|2|19|35|0|6|0|88|
YOR|SACO|2-1|1|31|15|3|622|85|530|673|0|18|0|1928|
YOR|SACO|2-1|1|31|16|3|46|4|73|69|0|2|0|194|
YOR|SACO|3-1|1|31|14|3|386|37|197|320|0|17|0|957|
YOR|SACO|3-1|1|31|15|3|425|47|293|447|0|10|0|1222|
YOR|SACO|4-1|1|31|14|3|1035|78|679|785|0|10|0|2587|
YOR|SACO|5-1|1|31|14|3|305|29|134|236|0|8|0|712|
YOR|SACO|5-1|1|31|15|3|560|39|307|477|0|12|0|1395|
YOR|SACO|6-1|1|31|14|3|898|84|404|728|0|28|0|2142|
YOR|SACO|6-1|1|31|15|3|5|1|10|12|0|0|0|28|
YOR|SACO|7-1|1|31|14|3|617|73|240|580|0|20|0|1530|
YOR|SACO|7-1|1|31|15|3|234|35|135|183|0|4|0|591|
YOR|SANFORD|1-1|1|33|18|4|221|23|131|281|0|5|0|661|
YOR|SANFORD|1-1|1|33|19|4|1290|116|998|1608|0|29|0|4041|
YOR|SANFORD|2-1|1|33|18|4|1654|190|1109|2147|0|42|0|5142|
YOR|SANFORD|3-1|1|33|19|4|720|79|614|851|0|18|0|2282|
YOR|SANFORD|3-1|1|33|4|4|710|77|592|925|0|12|0|2316|
YOR|SHAPLEIGH|1-1|1|33|20|4|150|33|185|219|0|0|0|587|
YOR|SHAPLEIGH|1-1|1|33|21|4|376|87|439|484|0|13|0|1399|
YOR|SOUTH BERWICK|1-1|1|35|2|1|422|34|318|483|0|2|0|1259|
YOR|SOUTH BERWICK|1-1|1|35|6|1|1602|138|1107|1519|0|19|0|4385|
YOR|WATERBORO|1-1|1|33|17|4|622|116|772|747|0|15|0|2272|
YOR|WATERBORO|2-1|1|33|17|4|788|197|932|1144|0|21|0|3082|
YOR|WELLS|1-1|1|34|4|5|205|10|170|385|0|3|0|773|
YOR|WELLS|1-1|1|34|7|5|2194|92|2234|3834|0|24|0|8378|
YOR|YORK|1-1|1|35|3|5|2890|175|2164|3196|0|20|0|8445|
YOR|YORK|1-1|1|35|4|5|1089|74|899|1382|0|17|0|3461|
